OrderItemID,OrderID,ProductID,Quantity,PricePerUnit
"ITEM-482","ORD-50205","PROD-115","1","6382.82"
"ITEM-483","ORD-50205","PROD-124","1","2838.25"
"ITEM-484","ORD-50205","PROD-122","2","8081.2"
"ITEM-485","ORD-50205","PROD-115","2","6382.82"
"ITEM-486","ORD-50206","PROD-134","3","5568.01"
"ITEM-487","ORD-50206","PROD-109","3","5729.65"
"ITEM-488","ORD-50206","PROD-105","1","9160.98"
"ITEM-489","ORD-50207","PROD-109","1","5729.65"
"ITEM-490","ORD-50207","PROD-115","2","6382.82"
"ITEM-491","ORD-50208","PROD-132","2","4491.66"
"ITEM-492","ORD-50208","PROD-110","2","8525.08"
"ITEM-493","ORD-50208","PROD-123","2","3560.76"
"ITEM-494","ORD-50208","PROD-132","2","4491.66"
"ITEM-495","ORD-50209","PROD-122","2","8081.2"
"ITEM-496","ORD-50209","PROD-134","1","5568.01"
"ITEM-497","ORD-50209","PROD-121","2","9398.24"
"ITEM-498","ORD-50209","PROD-111","3","6347.69"
"ITEM-499","ORD-50210","PROD-118","1","6702.37"
"ITEM-500","ORD-50210","PROD-111","1","6347.69"
"ITEM-501","ORD-50210","PROD-122","1","8081.2"
"ITEM-502","ORD-50210","PROD-106","2","8183.6"
"ITEM-503","ORD-50211","PROD-101","2","1519.3"
"ITEM-504","ORD-50211","PROD-134","2","5568.01"
"ITEM-505","ORD-50211","PROD-114","2","819.61"
"ITEM-506","ORD-50211","PROD-121","1","9398.24"
"ITEM-507","ORD-50212","PROD-102","2","3718.09"
"ITEM-508","ORD-50212","PROD-101","2","1519.3"
"ITEM-509","ORD-50212","PROD-134","3","5568.01"
"ITEM-510","ORD-50213","PROD-132","2","4491.66"
"ITEM-511","ORD-50214","PROD-118","3","6702.37"
"ITEM-512","ORD-50215","PROD-123","3","3560.76"
"ITEM-513","ORD-50216","PROD-123","3","3560.76"
"ITEM-514","ORD-50216","PROD-125","2","5681.81"
"ITEM-515","ORD-50217","PROD-105","1","9160.98"
"ITEM-516","ORD-50217","PROD-113","3","1369.31"
"ITEM-517","ORD-50217","PROD-112","3","8648.47"
"ITEM-518","ORD-50218","PROD-119","1","2946.97"
"ITEM-519","ORD-50219","PROD-131","2","5849.74"
"ITEM-520","ORD-50219","PROD-121","1","9398.24"
"ITEM-521","ORD-50220","PROD-130","2","6644.43"
"ITEM-522","ORD-50221","PROD-118","3","6702.37"
"ITEM-523","ORD-50221","PROD-133","3","9603.27"
"ITEM-524","ORD-50221","PROD-122","3","8081.2"
"ITEM-525","ORD-50222","PROD-130","3","6644.43"
"ITEM-526","ORD-50222","PROD-104","2","8415.41"
"ITEM-527","ORD-50222","PROD-133","1","9603.27"
"ITEM-528","ORD-50222","PROD-114","2","819.61"
"ITEM-529","ORD-50223","PROD-111","3","6347.69"
"ITEM-530","ORD-50223","PROD-110","2","8525.08"
"ITEM-531","ORD-50223","PROD-132","3","4491.66"
"ITEM-532","ORD-50223","PROD-107","1","4137.55"
"ITEM-533","ORD-50224","PROD-102","2","3718.09"
"ITEM-534","ORD-50224","PROD-130","1","6644.43"
"ITEM-535","ORD-50225","PROD-124","3","2838.25"
"ITEM-536","ORD-50225","PROD-102","2","3718.09"
"ITEM-537","ORD-50225","PROD-119","3","2946.97"
"ITEM-538","ORD-50225","PROD-118","2","6702.37"
"ITEM-539","ORD-50226","PROD-128","1","1323.54"
"ITEM-540","ORD-50226","PROD-109","3","5729.65"
"ITEM-541","ORD-50226","PROD-132","2","4491.66"
"ITEM-542","ORD-50227","PROD-134","1","5568.01"
"ITEM-543","ORD-50227","PROD-119","1","2946.97"
"ITEM-544","ORD-50227","PROD-129","3","2495.97"
"ITEM-545","ORD-50227","PROD-105","1","9160.98"
"ITEM-546","ORD-50228","PROD-103","1","8456.17"
"ITEM-547","ORD-50228","PROD-107","3","4137.55"
"ITEM-548","ORD-50229","PROD-115","2","6382.82"
"ITEM-549","ORD-50229","PROD-120","3","7586.78"
"ITEM-550","ORD-50229","PROD-121","2","9398.24"
"ITEM-551","ORD-50230","PROD-127","2","5545.96"
"ITEM-552","ORD-50231","PROD-101","3","1519.3"
"ITEM-553","ORD-50232","PROD-123","3","3560.76"
"ITEM-554","ORD-50232","PROD-127","1","5545.96"
"ITEM-555","ORD-50232","PROD-125","2","5681.81"
"ITEM-556","ORD-50233","PROD-123","2","3560.76"
"ITEM-557","ORD-50233","PROD-108","2","7171.77"
"ITEM-558","ORD-50233","PROD-120","1","7586.78"
"ITEM-559","ORD-50233","PROD-111","3","6347.69"
"ITEM-560","ORD-50234","PROD-103","1","8456.17"
"ITEM-561","ORD-50235","PROD-132","1","4491.66"
"ITEM-562","ORD-50235","PROD-129","1","2495.97"
"ITEM-563","ORD-50235","PROD-110","3","8525.08"
"ITEM-564","ORD-50236","PROD-126","1","696.05"
"ITEM-565","ORD-50236","PROD-127","2","5545.96"
"ITEM-566","ORD-50236","PROD-101","1","1519.3"
"ITEM-567","ORD-50236","PROD-113","3","1369.31"
"ITEM-568","ORD-50237","PROD-126","1","696.05"
"ITEM-569","ORD-50238","PROD-126","3","696.05"
"ITEM-570","ORD-50239","PROD-106","1","8183.6"
"ITEM-571","ORD-50239","PROD-134","3","5568.01"
"ITEM-572","ORD-50239","PROD-131","1","5849.74"
"ITEM-573","ORD-50240","PROD-133","1","9603.27"
"ITEM-574","ORD-50240","PROD-127","1","5545.96"
"ITEM-575","ORD-50240","PROD-105","3","9160.98"
"ITEM-576","ORD-50240","PROD-128","1","1323.54"
"ITEM-577","ORD-50241","PROD-115","2","6382.82"
"ITEM-578","ORD-50241","PROD-114","3","819.61"
"ITEM-579","ORD-50241","PROD-111","3","6347.69"
"ITEM-580","ORD-50241","PROD-102","3","3718.09"
"ITEM-581","ORD-50242","PROD-107","3","4137.55"
"ITEM-582","ORD-50243","PROD-134","2","5568.01"
"ITEM-583","ORD-50243","PROD-129","1","2495.97"
"ITEM-584","ORD-50244","PROD-109","1","5729.65"
"ITEM-585","ORD-50244","PROD-105","3","9160.98"
"ITEM-586","ORD-50245","PROD-121","2","9398.24"
"ITEM-587","ORD-50245","PROD-106","1","8183.6"
"ITEM-588","ORD-50245","PROD-120","3","7586.78"
"ITEM-589","ORD-50246","PROD-121","3","9398.24"
"ITEM-590","ORD-50246","PROD-134","3","5568.01"
"ITEM-591","ORD-50246","PROD-130","3","6644.43"
"ITEM-592","ORD-50247","PROD-102","2","3718.09"
"ITEM-593","ORD-50247","PROD-114","3","819.61"
"ITEM-594","ORD-50248","PROD-115","1","6382.82"
"ITEM-595","ORD-50248","PROD-128","1","1323.54"
"ITEM-596","ORD-50249","PROD-111","3","6347.69"
"ITEM-597","ORD-50250","PROD-112","3","8648.47"
"ITEM-598","ORD-50250","PROD-134","2","5568.01"
"ITEM-599","ORD-50251","PROD-130","3","6644.43"
"ITEM-600","ORD-50251","PROD-123","1","3560.76"
"ITEM-601","ORD-50252","PROD-105","2","9160.98"
"ITEM-602","ORD-50252","PROD-120","1","7586.78"
"ITEM-603","ORD-50252","PROD-109","2","5729.65"
"ITEM-604","ORD-50252","PROD-110","2","8525.08"
"ITEM-605","ORD-50253","PROD-112","3","8648.47"
"ITEM-606","ORD-50253","PROD-108","1","7171.77"
"ITEM-607","ORD-50254","PROD-131","2","5849.74"
"ITEM-608","ORD-50254","PROD-124","2","2838.25"
"ITEM-609","ORD-50255","PROD-133","3","9603.27"
"ITEM-610","ORD-50256","PROD-126","2","696.05"
"ITEM-611","ORD-50257","PROD-125","1","5681.81"
"ITEM-612","ORD-50257","PROD-125","3","5681.81"
"ITEM-613","ORD-50257","PROD-116","1","6649.58"
"ITEM-614","ORD-50257","PROD-132","1","4491.66"
"ITEM-615","ORD-50258","PROD-132","1","4491.66"
"ITEM-616","ORD-50258","PROD-121","2","9398.24"
"ITEM-617","ORD-50259","PROD-133","3","9603.27"
"ITEM-618","ORD-50260","PROD-113","3","1369.31"
"ITEM-619","ORD-50260","PROD-126","1","696.05"
"ITEM-620","ORD-50260","PROD-101","1","1519.3"
"ITEM-621","ORD-50261","PROD-133","1","9603.27"
"ITEM-622","ORD-50262","PROD-101","3","1519.3"
"ITEM-623","ORD-50262","PROD-101","3","1519.3"
"ITEM-624","ORD-50263","PROD-103","2","8456.17"
"ITEM-625","ORD-50263","PROD-128","3","1323.54"
"ITEM-626","ORD-50263","PROD-119","2","2946.97"
"ITEM-627","ORD-50264","PROD-112","3","8648.47"
"ITEM-628","ORD-50264","PROD-121","1","9398.24"
"ITEM-629","ORD-50264","PROD-101","1","1519.3"
"ITEM-630","ORD-50264","PROD-132","1","4491.66"
"ITEM-631","ORD-50265","PROD-107","1","4137.55"
"ITEM-632","ORD-50266","PROD-117","2","3922.1"
"ITEM-633","ORD-50266","PROD-120","1","7586.78"
"ITEM-634","ORD-50267","PROD-105","1","9160.98"
"ITEM-635","ORD-50268","PROD-121","2","9398.24"
"ITEM-636","ORD-50268","PROD-120","3","7586.78"
"ITEM-637","ORD-50268","PROD-114","1","819.61"
"ITEM-638","ORD-50268","PROD-130","3","6644.43"
"ITEM-639","ORD-50269","PROD-127","1","5545.96"
"ITEM-640","ORD-50270","PROD-122","3","8081.2"
"ITEM-641","ORD-50271","PROD-131","2","5849.74"
"ITEM-642","ORD-50271","PROD-116","3","6649.58"
"ITEM-643","ORD-50271","PROD-118","1","6702.37"
"ITEM-644","ORD-50271","PROD-105","1","9160.98"
"ITEM-645","ORD-50272","PROD-116","3","6649.58"
"ITEM-646","ORD-50273","PROD-117","1","3922.1"
"ITEM-647","ORD-50273","PROD-115","3","6382.82"
"ITEM-648","ORD-50273","PROD-127","2","5545.96"
"ITEM-649","ORD-50274","PROD-110","1","8525.08"
"ITEM-650","ORD-50274","PROD-120","1","7586.78"
"ITEM-651","ORD-50274","PROD-111","3","6347.69"
"ITEM-652","ORD-50275","PROD-104","1","8415.41"
"ITEM-653","ORD-50275","PROD-132","3","4491.66"
"ITEM-654","ORD-50275","PROD-130","3","6644.43"
"ITEM-655","ORD-50276","PROD-108","1","7171.77"
"ITEM-656","ORD-50277","PROD-104","2","8415.41"
"ITEM-657","ORD-50277","PROD-134","3","5568.01"
"ITEM-658","ORD-50277","PROD-130","3","6644.43"
"ITEM-659","ORD-50277","PROD-133","1","9603.27"
"ITEM-660","ORD-50278","PROD-117","1","3922.1"
"ITEM-661","ORD-50278","PROD-130","2","6644.43"
"ITEM-662","ORD-50278","PROD-107","1","4137.55"
"ITEM-663","ORD-50278","PROD-102","1","3718.09"
"ITEM-664","ORD-50279","PROD-119","3","2946.97"
"ITEM-665","ORD-50279","PROD-104","3","8415.41"
"ITEM-666","ORD-50279","PROD-131","1","5849.74"
"ITEM-667","ORD-50279","PROD-120","2","7586.78"
"ITEM-668","ORD-50280","PROD-105","2","9160.98"
"ITEM-669","ORD-50280","PROD-105","2","9160.98"
"ITEM-670","ORD-50280","PROD-117","1","3922.1"
"ITEM-671","ORD-50281","PROD-131","1","5849.74"
"ITEM-672","ORD-50281","PROD-110","2","8525.08"
"ITEM-673","ORD-50281","PROD-134","2","5568.01"
"ITEM-674","ORD-50281","PROD-111","1","6347.69"
"ITEM-675","ORD-50282","PROD-101","1","1519.3"
"ITEM-676","ORD-50282","PROD-128","2","1323.54"
"ITEM-677","ORD-50283","PROD-108","2","7171.77"
"ITEM-678","ORD-50283","PROD-128","2","1323.54"
"ITEM-679","ORD-50283","PROD-103","1","8456.17"
"ITEM-680","ORD-50283","PROD-113","3","1369.31"
"ITEM-681","ORD-50284","PROD-116","2","6649.58"
"ITEM-682","ORD-50284","PROD-123","3","3560.76"
"ITEM-683","ORD-50284","PROD-103","3","8456.17"
"ITEM-684","ORD-50284","PROD-101","1","1519.3"
"ITEM-685","ORD-50285","PROD-117","2","3922.1"
"ITEM-686","ORD-50286","PROD-132","3","4491.66"
"ITEM-687","ORD-50286","PROD-130","3","6644.43"
"ITEM-688","ORD-50287","PROD-111","1","6347.69"
"ITEM-689","ORD-50288","PROD-113","2","1369.31"
"ITEM-690","ORD-50288","PROD-122","3","8081.2"
"ITEM-691","ORD-50289","PROD-105","2","9160.98"
"ITEM-692","ORD-50289","PROD-105","2","9160.98"
"ITEM-693","ORD-50289","PROD-133","3","9603.27"
"ITEM-694","ORD-50289","PROD-111","2","6347.69"
"ITEM-695","ORD-50290","PROD-132","2","4491.66"
"ITEM-696","ORD-50291","PROD-119","1","2946.97"
"ITEM-697","ORD-50291","PROD-106","1","8183.6"
"ITEM-698","ORD-50291","PROD-128","3","1323.54"
"ITEM-699","ORD-50292","PROD-129","3","2495.97"
"ITEM-700","ORD-50292","PROD-131","1","5849.74"
"ITEM-701","ORD-50292","PROD-127","3","5545.96"
"ITEM-702","ORD-50293","PROD-123","1","3560.76"
"ITEM-703","ORD-50294","PROD-126","1","696.05"
"ITEM-704","ORD-50294","PROD-121","3","9398.24"
"ITEM-705","ORD-50294","PROD-130","1","6644.43"
"ITEM-706","ORD-50295","PROD-131","2","5849.74"
"ITEM-707","ORD-50295","PROD-125","2","5681.81"
"ITEM-708","ORD-50295","PROD-123","1","3560.76"
"ITEM-709","ORD-50295","PROD-120","3","7586.78"
"ITEM-710","ORD-50296","PROD-107","1","4137.55"
"ITEM-711","ORD-50296","PROD-119","2","2946.97"
"ITEM-712","ORD-50296","PROD-106","3","8183.6"
"ITEM-713","ORD-50296","PROD-113","1","1369.31"
"ITEM-714","ORD-50297","PROD-115","1","6382.82"
"ITEM-715","ORD-50297","PROD-114","3","819.61"
"ITEM-716","ORD-50297","PROD-128","2","1323.54"
"ITEM-717","ORD-50297","PROD-126","3","696.05"
"ITEM-718","ORD-50298","PROD-111","3","6347.69"
"ITEM-719","ORD-50299","PROD-117","3","3922.1"
"ITEM-720","ORD-50299","PROD-129","1","2495.97"
"ITEM-721","ORD-50300","PROD-116","2","6649.58"
"ITEM-722","ORD-50301","PROD-128","2","1323.54"
"ITEM-723","ORD-50301","PROD-101","3","1519.3"
"ITEM-724","ORD-50301","PROD-123","3","3560.76"
"ITEM-725","ORD-50301","PROD-124","1","2838.25"
"ITEM-726","ORD-50302","PROD-129","3","2495.97"
"ITEM-727","ORD-50302","PROD-104","1","8415.41"
"ITEM-728","ORD-50302","PROD-113","1","1369.31"
"ITEM-729","ORD-50303","PROD-114","3","819.61"
"ITEM-730","ORD-50303","PROD-119","2","2946.97"
"ITEM-731","ORD-50303","PROD-119","2","2946.97"
"ITEM-732","ORD-50303","PROD-110","3","8525.08"
"ITEM-733","ORD-50304","PROD-119","3","2946.97"
"ITEM-734","ORD-50304","PROD-126","3","696.05"
"ITEM-735","ORD-50305","PROD-109","2","5729.65"
"ITEM-736","ORD-50306","PROD-126","2","696.05"
"ITEM-737","ORD-50307","PROD-111","1","6347.69"
"ITEM-738","ORD-50307","PROD-108","1","7171.77"
"ITEM-739","ORD-50307","PROD-107","1","4137.55"
"ITEM-740","ORD-50307","PROD-114","1","819.61"
"ITEM-741","ORD-50308","PROD-125","3","5681.81"
"ITEM-742","ORD-50309","PROD-111","1","6347.69"
"ITEM-743","ORD-50309","PROD-131","2","5849.74"
"ITEM-744","ORD-50309","PROD-117","2","3922.1"
"ITEM-745","ORD-50309","PROD-133","2","9603.27"
"ITEM-746","ORD-50310","PROD-122","1","8081.2"
"ITEM-747","ORD-50310","PROD-103","1","8456.17"
"ITEM-748","ORD-50311","PROD-106","3","8183.6"
"ITEM-749","ORD-50311","PROD-121","2","9398.24"
"ITEM-750","ORD-50311","PROD-101","1","1519.3"
"ITEM-751","ORD-50311","PROD-125","3","5681.81"
"ITEM-752","ORD-50312","PROD-101","2","1519.3"
"ITEM-753","ORD-50312","PROD-124","1","2838.25"
"ITEM-754","ORD-50312","PROD-125","1","5681.81"
"ITEM-755","ORD-50313","PROD-127","3","5545.96"
"ITEM-756","ORD-50313","PROD-123","2","3560.76"
"ITEM-757","ORD-50313","PROD-130","1","6644.43"
"ITEM-758","ORD-50314","PROD-115","1","6382.82"
"ITEM-759","ORD-50314","PROD-126","1","696.05"
"ITEM-760","ORD-50314","PROD-117","2","3922.1"
"ITEM-761","ORD-50314","PROD-106","1","8183.6"
"ITEM-762","ORD-50315","PROD-117","3","3922.1"
"ITEM-763","ORD-50315","PROD-116","1","6649.58"
"ITEM-764","ORD-50315","PROD-103","3","8456.17"
"ITEM-765","ORD-50316","PROD-118","3","6702.37"
"ITEM-766","ORD-50316","PROD-106","2","8183.6"
"ITEM-767","ORD-50316","PROD-131","1","5849.74"
"ITEM-768","ORD-50317","PROD-111","1","6347.69"
"ITEM-769","ORD-50318","PROD-129","3","2495.97"
"ITEM-770","ORD-50318","PROD-101","2","1519.3"
"ITEM-771","ORD-50318","PROD-115","3","6382.82"
"ITEM-772","ORD-50319","PROD-106","2","8183.6"
"ITEM-773","ORD-50319","PROD-104","3","8415.41"
"ITEM-774","ORD-50319","PROD-124","2","2838.25"
"ITEM-775","ORD-50319","PROD-132","1","4491.66"
"ITEM-776","ORD-50320","PROD-102","3","3718.09"
"ITEM-777","ORD-50320","PROD-114","3","819.61"
"ITEM-778","ORD-50320","PROD-125","1","5681.81"
"ITEM-779","ORD-50321","PROD-129","3","2495.97"
"ITEM-780","ORD-50321","PROD-130","2","6644.43"
"ITEM-781","ORD-50321","PROD-132","1","4491.66"
"ITEM-782","ORD-50322","PROD-119","1","2946.97"
"ITEM-783","ORD-50323","PROD-107","3","4137.55"
"ITEM-784","ORD-50323","PROD-119","3","2946.97"
"ITEM-785","ORD-50323","PROD-115","2","6382.82"
"ITEM-786","ORD-50323","PROD-120","1","7586.78"
"ITEM-787","ORD-50324","PROD-110","3","8525.08"
"ITEM-788","ORD-50325","PROD-118","2","6702.37"
"ITEM-789","ORD-50326","PROD-107","2","4137.55"
"ITEM-790","ORD-50326","PROD-133","2","9603.27"
"ITEM-791","ORD-50326","PROD-124","3","2838.25"
"ITEM-792","ORD-50326","PROD-120","3","7586.78"
"ITEM-793","ORD-50327","PROD-127","3","5545.96"
"ITEM-794","ORD-50327","PROD-106","2","8183.6"
"ITEM-795","ORD-50327","PROD-111","3","6347.69"
"ITEM-796","ORD-50327","PROD-105","2","9160.98"
"ITEM-797","ORD-50328","PROD-109","3","5729.65"
"ITEM-798","ORD-50328","PROD-104","2","8415.41"
"ITEM-799","ORD-50328","PROD-118","1","6702.37"
"ITEM-800","ORD-50329","PROD-131","3","5849.74"
"ITEM-801","ORD-50329","PROD-127","2","5545.96"
"ITEM-802","ORD-50330","PROD-105","3","9160.98"
"ITEM-803","ORD-50330","PROD-112","2","8648.47"
"ITEM-804","ORD-50330","PROD-132","2","4491.66"
"ITEM-805","ORD-50331","PROD-107","3","4137.55"
"ITEM-806","ORD-50331","PROD-125","3","5681.81"
"ITEM-807","ORD-50331","PROD-106","1","8183.6"
"ITEM-808","ORD-50332","PROD-131","2","5849.74"
"ITEM-809","ORD-50332","PROD-130","1","6644.43"
"ITEM-810","ORD-50333","PROD-115","3","6382.82"
"ITEM-811","ORD-50334","PROD-111","3","6347.69"
"ITEM-812","ORD-50334","PROD-101","3","1519.3"
"ITEM-813","ORD-50335","PROD-101","2","1519.3"
"ITEM-814","ORD-50335","PROD-129","1","2495.97"
"ITEM-815","ORD-50336","PROD-124","2","2838.25"
"ITEM-816","ORD-50336","PROD-134","2","5568.01"
"ITEM-817","ORD-50337","PROD-129","1","2495.97"
"ITEM-818","ORD-50337","PROD-124","1","2838.25"
"ITEM-819","ORD-50337","PROD-106","1","8183.6"
"ITEM-820","ORD-50338","PROD-124","2","2838.25"
"ITEM-821","ORD-50338","PROD-125","2","5681.81"
"ITEM-822","ORD-50339","PROD-126","2","696.05"
"ITEM-823","ORD-50339","PROD-119","2","2946.97"
"ITEM-824","ORD-50340","PROD-119","2","2946.97"
"ITEM-825","ORD-50341","PROD-107","3","4137.55"
"ITEM-826","ORD-50341","PROD-133","3","9603.27"
"ITEM-827","ORD-50341","PROD-122","1","8081.2"
"ITEM-828","ORD-50341","PROD-106","2","8183.6"
"ITEM-829","ORD-50342","PROD-109","1","5729.65"
"ITEM-830","ORD-50343","PROD-120","1","7586.78"
"ITEM-831","ORD-50343","PROD-118","1","6702.37"
"ITEM-832","ORD-50343","PROD-126","3","696.05"
"ITEM-833","ORD-50344","PROD-116","3","6649.58"
"ITEM-834","ORD-50344","PROD-121","1","9398.24"
"ITEM-835","ORD-50345","PROD-117","2","3922.1"
"ITEM-836","ORD-50345","PROD-118","1","6702.37"
"ITEM-837","ORD-50345","PROD-124","1","2838.25"
"ITEM-838","ORD-50346","PROD-110","3","8525.08"
"ITEM-839","ORD-50347","PROD-110","3","8525.08"
"ITEM-840","ORD-50347","PROD-105","2","9160.98"
"ITEM-841","ORD-50348","PROD-122","2","8081.2"
"ITEM-842","ORD-50348","PROD-118","3","6702.37"
"ITEM-843","ORD-50349","PROD-104","3","8415.41"
"ITEM-844","ORD-50349","PROD-127","3","5545.96"
"ITEM-845","ORD-50350","PROD-121","2","9398.24"
"ITEM-846","ORD-50350","PROD-134","3","5568.01"
"ITEM-847","ORD-50350","PROD-112","2","8648.47"
"ITEM-848","ORD-50350","PROD-111","1","6347.69"
"ITEM-849","ORD-50351","PROD-124","1","2838.25"
"ITEM-850","ORD-50352","PROD-131","1","5849.74"
"ITEM-851","ORD-50352","PROD-103","2","8456.17"
"ITEM-852","ORD-50352","PROD-129","3","2495.97"
"ITEM-853","ORD-50353","PROD-109","3","5729.65"
"ITEM-854","ORD-50353","PROD-119","3","2946.97"
"ITEM-855","ORD-50354","PROD-133","3","9603.27"
"ITEM-856","ORD-50354","PROD-110","3","8525.08"
"ITEM-857","ORD-50355","PROD-123","3","3560.76"
"ITEM-858","ORD-50355","PROD-118","1","6702.37"
"ITEM-859","ORD-50356","PROD-125","2","5681.81"
"ITEM-860","ORD-50356","PROD-112","3","8648.47"
"ITEM-861","ORD-50356","PROD-113","2","1369.31"
"ITEM-862","ORD-50356","PROD-114","2","819.61"
"ITEM-863","ORD-50357","PROD-109","1","5729.65"
"ITEM-864","ORD-50357","PROD-125","3","5681.81"
"ITEM-865","ORD-50358","PROD-127","1","5545.96"
"ITEM-866","ORD-50359","PROD-109","2","5729.65"
"ITEM-867","ORD-50359","PROD-132","2","4491.66"
"ITEM-868","ORD-50359","PROD-130","3","6644.43"
"ITEM-869","ORD-50359","PROD-124","2","2838.25"
"ITEM-870","ORD-50360","PROD-126","3","696.05"
"ITEM-871","ORD-50361","PROD-130","2","6644.43"
"ITEM-872","ORD-50361","PROD-106","2","8183.6"
"ITEM-873","ORD-50362","PROD-115","3","6382.82"
"ITEM-874","ORD-50362","PROD-105","2","9160.98"
"ITEM-875","ORD-50362","PROD-108","2","7171.77"
"ITEM-876","ORD-50362","PROD-123","2","3560.76"
"ITEM-877","ORD-50363","PROD-130","3","6644.43"
"ITEM-878","ORD-50363","PROD-107","2","4137.55"
"ITEM-879","ORD-50363","PROD-129","3","2495.97"
"ITEM-880","ORD-50363","PROD-108","3","7171.77"
"ITEM-881","ORD-50364","PROD-110","3","8525.08"
"ITEM-882","ORD-50364","PROD-117","1","3922.1"
"ITEM-883","ORD-50364","PROD-134","1","5568.01"
"ITEM-884","ORD-50364","PROD-118","2","6702.37"
"ITEM-885","ORD-50365","PROD-130","2","6644.43"
"ITEM-886","ORD-50366","PROD-116","2","6649.58"
"ITEM-887","ORD-50366","PROD-103","2","8456.17"
"ITEM-888","ORD-50367","PROD-109","3","5729.65"
"ITEM-889","ORD-50367","PROD-125","1","5681.81"
"ITEM-890","ORD-50368","PROD-130","1","6644.43"
"ITEM-891","ORD-50368","PROD-101","3","1519.3"
"ITEM-892","ORD-50368","PROD-109","2","5729.65"
"ITEM-893","ORD-50368","PROD-109","2","5729.65"
"ITEM-894","ORD-50369","PROD-119","1","2946.97"
"ITEM-895","ORD-50369","PROD-117","1","3922.1"
"ITEM-896","ORD-50370","PROD-132","3","4491.66"
"ITEM-897","ORD-50371","PROD-118","1","6702.37"
"ITEM-898","ORD-50371","PROD-115","1","6382.82"
"ITEM-899","ORD-50371","PROD-111","2","6347.69"
"ITEM-900","ORD-50371","PROD-113","1","1369.31"
"ITEM-901","ORD-50372","PROD-117","1","3922.1"
"ITEM-902","ORD-50372","PROD-123","2","3560.76"
"ITEM-903","ORD-50373","PROD-118","1","6702.37"
"ITEM-904","ORD-50373","PROD-104","2","8415.41"
"ITEM-905","ORD-50373","PROD-127","1","5545.96"
"ITEM-906","ORD-50374","PROD-120","1","7586.78"
"ITEM-907","ORD-50375","PROD-133","2","9603.27"
"ITEM-908","ORD-50376","PROD-110","2","8525.08"
"ITEM-909","ORD-50376","PROD-131","2","5849.74"
"ITEM-910","ORD-50376","PROD-123","3","3560.76"
"ITEM-911","ORD-50376","PROD-112","3","8648.47"
"ITEM-912","ORD-50377","PROD-105","3","9160.98"
"ITEM-913","ORD-50378","PROD-115","1","6382.82"
"ITEM-914","ORD-50379","PROD-109","2","5729.65"
"ITEM-915","ORD-50379","PROD-115","3","6382.82"
"ITEM-916","ORD-50380","PROD-120","2","7586.78"
"ITEM-917","ORD-50380","PROD-132","1","4491.66"
"ITEM-918","ORD-50380","PROD-127","1","5545.96"
"ITEM-919","ORD-50380","PROD-113","2","1369.31"
"ITEM-920","ORD-50381","PROD-101","3","1519.3"
"ITEM-921","ORD-50381","PROD-131","1","5849.74"
"ITEM-922","ORD-50381","PROD-119","1","2946.97"
"ITEM-923","ORD-50382","PROD-133","1","9603.27"
"ITEM-924","ORD-50382","PROD-112","2","8648.47"
"ITEM-925","ORD-50383","PROD-122","2","8081.2"
"ITEM-926","ORD-50384","PROD-120","2","7586.78"
"ITEM-927","ORD-50384","PROD-102","2","3718.09"
"ITEM-928","ORD-50384","PROD-104","3","8415.41"
"ITEM-929","ORD-50385","PROD-112","3","8648.47"
"ITEM-930","ORD-50386","PROD-105","1","9160.98"
"ITEM-931","ORD-50386","PROD-113","2","1369.31"
"ITEM-932","ORD-50386","PROD-132","3","4491.66"
"ITEM-933","ORD-50386","PROD-133","1","9603.27"
"ITEM-934","ORD-50387","PROD-103","3","8456.17"
"ITEM-935","ORD-50387","PROD-111","1","6347.69"
"ITEM-936","ORD-50387","PROD-113","2","1369.31"
"ITEM-937","ORD-50387","PROD-131","2","5849.74"
"ITEM-938","ORD-50388","PROD-104","2","8415.41"
"ITEM-939","ORD-50388","PROD-125","2","5681.81"
"ITEM-940","ORD-50389","PROD-124","3","2838.25"
"ITEM-941","ORD-50389","PROD-132","2","4491.66"
"ITEM-942","ORD-50390","PROD-114","3","819.61"
"ITEM-943","ORD-50390","PROD-119","3","2946.97"
"ITEM-944","ORD-50391","PROD-112","3","8648.47"
"ITEM-945","ORD-50391","PROD-130","1","6644.43"
"ITEM-946","ORD-50391","PROD-101","3","1519.3"
"ITEM-947","ORD-50392","PROD-117","3","3922.1"
"ITEM-948","ORD-50392","PROD-121","3","9398.24"
"ITEM-949","ORD-50393","PROD-114","3","819.61"
"ITEM-950","ORD-50393","PROD-119","2","2946.97"
"ITEM-951","ORD-50393","PROD-117","1","3922.1"
"ITEM-952","ORD-50394","PROD-127","1","5545.96"
"ITEM-953","ORD-50394","PROD-118","2","6702.37"
"ITEM-954","ORD-50395","PROD-133","3","9603.27"
"ITEM-955","ORD-50395","PROD-132","1","4491.66"
"ITEM-956","ORD-50396","PROD-123","1","3560.76"
"ITEM-957","ORD-50396","PROD-134","1","5568.01"
"ITEM-958","ORD-50397","PROD-111","3","6347.69"
"ITEM-959","ORD-50397","PROD-122","3","8081.2"
"ITEM-960","ORD-50397","PROD-121","2","9398.24"
"ITEM-961","ORD-50397","PROD-107","1","4137.55"
"ITEM-962","ORD-50398","PROD-105","3","9160.98"
"ITEM-963","ORD-50398","PROD-107","1","4137.55"
